GlyTouCanAccession,GlycomeDBID,GlycOID,Enzyme:RefSeqAccession,Enzyme:GeneID,Enzyme:GeneName,Enzyme:Description,Enzyme:TaxonomyID,Enzyme:Organism
G61261HA,38136,GOG643,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G61261HA,38136,GOG643,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G17319MB,38285,GOG793,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G17319MB,38285,GOG793,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G17319MB,38285,GOG793,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G17319MB,38285,GOG793,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G17319MB,38285,GOG793,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G17319MB,38285,GOG793,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G17319MB,38285,GOG793,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G19104OH,14586,GOG572,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G19104OH,14586,GOG572,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G19104OH,14586,GOG572,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G19104OH,14586,GOG572,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G19104OH,14586,GOG572,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G19104OH,14586,GOG572,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G19104OH,14586,GOG572,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G19104OH,14586,GOG572,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G19104OH,14586,GOG572,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G19104OH,14586,GOG572,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G19104OH,14586,GOG572,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G19104OH,14586,GOG572,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G01821FN,38175,GOG682,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G01821FN,38175,GOG682,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G01821FN,38175,GOG682,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G01821FN,38175,GOG682,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G01821FN,38175,GOG682,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G01821FN,38175,GOG682,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G01821FN,38175,GOG682,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G01821FN,38175,GOG682,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G81328FA,14509,GOG552,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G81328FA,14509,GOG552,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G81328FA,14509,GOG552,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G81328FA,14509,GOG552,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G81328FA,14509,GOG552,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G81328FA,14509,GOG552,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G81328FA,14509,GOG552,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G23484GM,13990,GOG471,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G23484GM,13990,GOG471,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G23484GM,13990,GOG471,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G23484GM,13990,GOG471,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G23484GM,13990,GOG471,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G23484GM,13990,GOG471,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G23484GM,13990,GOG471,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G23484GM,13990,GOG471,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G35382VN,13634,GOG352,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G35382VN,13634,GOG352,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G35382VN,13634,GOG352,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G35382VN,13634,GOG352,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G35382VN,13634,GOG352,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G35382VN,13634,GOG352,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G35382VN,13634,GOG352,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G35382VN,13634,GOG352,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G35382VN,13634,GOG352,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G35382VN,13634,GOG352,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G35382VN,13634,GOG352,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G35382VN,13634,GOG352,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G18219CJ,14484,GOG536,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G18219CJ,14484,GOG536,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G18219CJ,14484,GOG536,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G18219CJ,14484,GOG536,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G18219CJ,14484,GOG536,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G18219CJ,14484,GOG536,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G18219CJ,14484,GOG536,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G18219CJ,14484,GOG536,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G18219CJ,14484,GOG536,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G18219CJ,14484,GOG536,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G18219CJ,14484,GOG536,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G18219CJ,14484,GOG536,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G18219CJ,14484,GOG536,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G60650EN,38356,GOG865,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G60650EN,38356,GOG865,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G60650EN,38356,GOG865,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G60650EN,38356,GOG865,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G60650EN,38356,GOG865,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G60650EN,38356,GOG865,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G60650EN,38356,GOG865,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G60650EN,38356,GOG865,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G60650EN,38356,GOG865,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G60650EN,38356,GOG865,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G60650EN,38356,GOG865,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G60650EN,38356,GOG865,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G60650EN,38356,GOG865,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G71704AG,14715,GOG117,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G71704AG,14715,GOG117,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G71704AG,14715,GOG117,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G71704AG,14715,GOG117,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G71704AG,14715,GOG117,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G71704AG,14715,GOG117,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G71704AG,14715,GOG117,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G71704AG,14715,GOG117,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G71704AG,14715,GOG117,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G71704AG,14715,GOG117,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G71704AG,14715,GOG117,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G71704AG,14715,GOG117,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G71704AG,14715,GOG117,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G10228OD,8149,GOG205,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G10228OD,8149,GOG205,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G10228OD,8149,GOG205,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G10228OD,8149,GOG205,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G10228OD,8149,GOG205,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G10228OD,8149,GOG205,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G10228OD,8149,GOG205,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G10228OD,8149,GOG205,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G10228OD,8149,GOG205,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G10228OD,8149,GOG205,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G10228OD,8149,GOG205,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G10228OD,8149,GOG205,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G10228OD,8149,GOG205,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G21311YA,38183,GOG690,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G21311YA,38183,GOG690,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G21311YA,38183,GOG690,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G21311YA,38183,GOG690,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G21311YA,38183,GOG690,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G21311YA,38183,GOG690,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G21311YA,38183,GOG690,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G21311YA,38183,GOG690,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G21311YA,38183,GOG690,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G21311YA,38183,GOG690,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G21311YA,38183,GOG690,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G21311YA,38183,GOG690,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G21311YA,38183,GOG690,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G45560HM,9158,GOG235,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G45560HM,9158,GOG235,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G45560HM,9158,GOG235,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G45560HM,9158,GOG235,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G45560HM,9158,GOG235,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G45560HM,9158,GOG235,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G45560HM,9158,GOG235,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G45560HM,9158,GOG235,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G45560HM,9158,GOG235,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G45560HM,9158,GOG235,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G45560HM,9158,GOG235,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G45560HM,9158,GOG235,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G03951JJ,13707,GOG371,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G03951JJ,13707,GOG371,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G03951JJ,13707,GOG371,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G03951JJ,13707,GOG371,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G03951JJ,13707,GOG371,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G03951JJ,13707,GOG371,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G03951JJ,13707,GOG371,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G03951JJ,13707,GOG371,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G03951JJ,13707,GOG371,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G03951JJ,13707,GOG371,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G03951JJ,13707,GOG371,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G03951JJ,13707,GOG371,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G90130AG,14135,GOG496,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G90130AG,14135,GOG496,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G90130AG,14135,GOG496,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G90130AG,14135,GOG496,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G90130AG,14135,GOG496,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G90130AG,14135,GOG496,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G90130AG,14135,GOG496,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G90130AG,14135,GOG496,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G90130AG,14135,GOG496,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G90130AG,14135,GOG496,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G90130AG,14135,GOG496,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G90130AG,14135,GOG496,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G90130AG,14135,GOG496,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G16546ZZ,14240,GOG507,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G16546ZZ,14240,GOG507,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G16546ZZ,14240,GOG507,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G16546ZZ,14240,GOG507,NM_020579,57370,B4galt3,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",10090,Mus musculus
G16546ZZ,14240,GOG507,NM_022305,14595,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",10090,Mus musculus
G16546ZZ,14240,GOG507,NM_017377,53418,B4galt2,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2",10090,Mus musculus
G16546ZZ,14240,GOG507,NM_019804,56375,B4galt4,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 4",10090,Mus musculus
G16546ZZ,14240,GOG507,NM_019835,56336,B4galt5,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5",10090,Mus musculus
G16546ZZ,14240,GOG507,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G16546ZZ,14240,GOG507,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G16546ZZ,14240,GOG507,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G16546ZZ,14240,GOG507,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G16546ZZ,14240,GOG507,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G54956ME,14078,GOG482,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
G54956ME,14078,GOG482,NM_145362,208211,Alg1,"asparagine-linked glycosylation 1 (beta-1,4-mannosyltransferase)",10090,Mus musculus
G54956ME,14078,GOG482,NM_016893,53618,Fut8,fucosyltransferase 8,10090,Mus musculus
G54956ME,14078,GOG482,NM_146035,217664,Mgat2,mannoside acetylglucosaminyltransferase 2,10090,Mus musculus
G54956ME,14078,GOG482,NM_024178,66789,Alg14,asparagine-linked glycosylation 14,10090,Mus musculus
G54956ME,14078,GOG482,NM_026247,67574,Alg13,asparagine-linked glycosylation 13,10090,Mus musculus
G54956ME,14078,GOG482,NM_177130,320302,Glt28d2,glycosyltransferase 28 domain containing 2,10090,Mus musculus
G54956ME,14078,GOG482,NM_019998,56737,Alg2,"asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)",10090,Mus musculus
G65185QA,38240,GOG748,NM_010794,17308,Mgat1,mannoside acetylglucosaminyltransferase 1,10090,Mus musculus
