UniProt Acc(canonical),status,gene_symbol,reviewed_isoforms,unreviewed_isoforms
Q9NUJ7-1,reviewed,PLCXD1,Q9NUJ7-1,A0A0A0MT29-1
Q5T481-1,reviewed,RBM20,Q5T481-1,
Q6EKJ0-1,reviewed,GTF2IRD2B,Q6EKJ0-1|Q6EKJ0-2,A0A0D9SF80-1
Q86Y26-1,reviewed,NUTM1,Q86Y26-1|Q86Y26-2|Q86Y26-3|Q86Y26-4,
Q8TD91-1,reviewed,MAGEC3,Q8TD91-1|Q8TD91-2,Q3SYA6-1
Q15735-1,reviewed,INPP5J,Q15735-1|Q15735-2|Q15735-3,B4DF95-1
Q9Y4E6-1,reviewed,WDR7,Q9Y4E6-1|Q9Y4E6-2,A2RRE0-1
Q86UV7-1,reviewed,TRIM73,Q86UV7-1,C9JQH3-1
H7C1H1-1,unreviewed,ENSG00000251357,,H7C1H1-1
O60928-1,reviewed,KCNJ13,O60928-1|O60928-2,H7C4D1-1
P02775-1,reviewed,PPBP,P02775-1,
Q9Y2G0-1,reviewed,EFR3B,Q9Y2G0-1|Q9Y2G0-2|Q9Y2G0-3,H7BXG9-1
Q8WV07-1,reviewed,ORAOV1,Q8WV07-1,F5GZY6-1
Q8TBC4-1,reviewed,UBA3,Q8TBC4-1|Q8TBC4-2,F8WAT6-1
A0A0A6YYH2-1,unreviewed,ENSG00000234719,,A0A0A6YYH2-1
Q5T0D9-1,reviewed,TPRG1L,Q5T0D9-1|Q5T0D9-2,
Q9H446-1,reviewed,RWDD1,Q9H446-1|Q9H446-2,E5RGS5-1
Q8IYJ1-1,reviewed,CPNE9,Q8IYJ1-1|Q8IYJ1-2,A0A087WX62-1
P13746-1,reviewed,HLA-A,P13746-1|P13746-2,
Q9Y5N6-1,reviewed,ORC6,Q9Y5N6-1,H3BTQ7-1
O95415-1,reviewed,BRI3,O95415-1,F5GXW6-1
Q8J025-1,reviewed,APCDD1,Q8J025-1,V9GY82-1
O14776-1,reviewed,TCERG1,O14776-1|O14776-2,G3V220-1
B1AL88-1,reviewed,FAM155A,B1AL88-1,
Q9H898-1,reviewed,ZMAT4,Q9H898-2|Q9H898-1,E5RGZ7-1
Q8IVU1-1,reviewed,IGDCC3,Q8IVU1-1,H0YKK1-1
P17098-1,reviewed,ZNF8,P17098-1,
A6NED7-1,unreviewed,ENSG00000271949,,A6NED7-1
Q9Y586-1,reviewed,MAB21L2,Q9Y586-1,
O00566-1,reviewed,MPHOSPH10,O00566-1,U3KQ48-1
A0A1W2PQC6-1,unreviewed,ENSG00000283873,,A0A1W2PQC6-1
Q9NU22-1,reviewed,MDN1,Q9NU22-1,Q5T795-1
Q15006-1,reviewed,EMC2,Q15006-1,H0YAS9-1
Q15063-1,reviewed,POSTN,Q15063-1|Q15063-2|Q15063-3|Q15063-4|Q15063-5|Q15063-6|Q15063-7,B1ALD9-1
P08247-1,reviewed,SYP,P08247-1|P08247-2,H7C4W3-1
P01019-1,reviewed,AGT,P01019-1,
Q9UGP5-1,reviewed,POLL,Q9UGP5-2|Q9UGP5-1,Q5JQN9-1
Q9BUK0-1,reviewed,CHCHD7,Q9BUK0-1|Q9BUK0-2|Q9BUK0-3|Q9BUK0-4|Q9BUK0-5,E5RFN2-1
Q0P6D6-1,reviewed,CCDC15,Q0P6D6-1,E9PKB1-1
Q6BDI9-1,reviewed,REP15,Q6BDI9-1,
Q6ZT52-1,reviewed,FAM43B,Q6ZT52-1,
P47989-1,reviewed,XDH,P47989-1,
Q9UQ05-1,reviewed,KCNH4,Q9UQ05-1,
Q9Y6G9-1,reviewed,DYNC1LI1,Q9Y6G9-1,C9JLW1-1
Q05707-1,reviewed,COL14A1,Q05707-1|Q05707-2|Q05707-3,J3QT83-1
P10145-1,reviewed,CXCL8,P10145-1,C9J4T6-1
Q9BY60-1,reviewed,HGNC:4069,Q9BY60-1,
Q6UX68-1,reviewed,XKR5,Q6UX68-1|Q6UX68-2,A0A096LPC1-1
P52743-1,reviewed,HGNC:12921,P52743-1,
A6NEY8-1,reviewed,HGNC:34379,A6NEY8-1,
Q12894-1,reviewed,IFRD2,Q12894-1|Q12894-2,H7C2Z4-1
P48065-1,reviewed,SLC6A12,P48065-1,F5H4L6-1
P14209-1,reviewed,CD99,P14209-1|P14209-2|P14209-3,A6NJT9-1
P81277-1,reviewed,PRLH,P81277-1,
Q96SU4-1,reviewed,OSBPL9,Q96SU4-1|Q96SU4-2|Q96SU4-3|Q96SU4-4|Q96SU4-5|Q96SU4-6|Q96SU4-7,H0YCW0-1
Q8NCW0-1,reviewed,KREMEN2,Q8NCW0-1|Q8NCW0-2|Q8NCW0-3|Q8NCW0-4|Q8NCW0-5|Q8NCW0-6,
Q8TB33-1,reviewed,HGNC:27333,Q8TB33-1,
O15239-1,reviewed,NDUFA1,O15239-1,
Q8NGL2-1,reviewed,OR5L1,Q8NGL2-1,
P01906-1,reviewed,HLA-DQA2,P01906-1,Q5Y7D2-1
Q9BZJ0-1,reviewed,CRNKL1,Q9BZJ0-1|Q9BZJ0-2|Q9BZJ0-3|Q9BZJ0-4|Q9BZJ0-5,Q5JY65-1
Q86T03-1,reviewed,PIP4P1,Q86T03-1|Q86T03-2|Q86T03-3,H0YJ90-1
Q8N9R8-1,reviewed,SCAI,Q8N9R8-1|Q8N9R8-2,H7C4U2-1
Q9NQ92-1,reviewed,COPRS,Q9NQ92-1,H9KV77-1
K7ERI5-1,unreviewed,ENSG00000267173,,K7ERI5-1
Q9H040-1,reviewed,SPRTN,Q9H040-1|Q9H040-2|Q9H040-3,B1AKT1-1
P56937-1,reviewed,HSD17B7,P56937-1|P56937-2|P56937-3,Q5T249-1
Q93074-1,reviewed,MED12,Q93074-1|Q93074-2|Q93074-3,Q7Z3Z5-1
Q9UKK6-1,reviewed,NXT1,Q9UKK6-1,
Q8TCQ1-1,reviewed,MARCH1,Q8TCQ1-1|Q8TCQ1-2,B7Z739-1
Q15125-1,reviewed,EBP,Q15125-1,C9J719-1
Q9Y6A4-1,reviewed,CFAP20,Q9Y6A4-1,H3BPA3-1
M0R036-1,unreviewed,ENSG00000268163,,M0R036-1
Q9NZ71-1,reviewed,RTEL1,Q9NZ71-1|Q9NZ71-2|Q9NZ71-4|Q9NZ71-5|Q9NZ71-6|Q9NZ71-7|Q9NZ71-8|Q9NZ71-9,X6R5I7-1
P09017-1,reviewed,HOXC4,P09017-1,
O15403-1,reviewed,SLC16A6,O15403-1,J3KTN2-1
Q96JA4-1,reviewed,MS4A14,Q96JA4-1|Q96JA4-2|Q96JA4-4|Q96JA4-5,F6X344-1
Q9NQ69-1,reviewed,LHX9,Q9NQ69-1|Q9NQ69-2|Q9NQ69-3|Q9NQ69-4,A0A087X083-1
O95721-1,reviewed,SNAP29,O95721-1,C9JAF7-1
Q5JNZ5-1,reviewed,HGNC:31817,Q5JNZ5-1,
Q9H1X1-1,reviewed,RSPH9,Q9H1X1-1|Q9H1X1-2,
P54868-1,reviewed,HMGCS2,P54868-1|P54868-2|P54868-3,
P0CV98-1,reviewed,TSPY3,P0CV98-1,
Q9Y5Y6-1,reviewed,ST14,Q9Y5Y6-1,
Q9BXP2-1,reviewed,SLC12A9,Q9BXP2-1|Q9BXP2-2|Q9BXP2-3|Q9BXP2-4,C9J0I5-1
P59922-1,reviewed,HGNC:13968,P59922-1,
A6NMN3-1,reviewed,FAM170B,A6NMN3-1,
Q92786-1,reviewed,PROX1,Q92786-1,U3KPY6-1
Q66K14-1,reviewed,TBC1D9B,Q66K14-2|Q66K14-1,H0YB58-1
Q9Y6X2-1,reviewed,PIAS3,Q9Y6X2-1,U3KQV1-1
P26583-1,reviewed,HMGB2,P26583-1,D6R9A6-1
O00144-1,reviewed,FZD9,O00144-1,
Q9H8Y8-1,reviewed,GORASP2,Q9H8Y8-1|Q9H8Y8-2|Q9H8Y8-3,F8WEH9-1
Q6IB77-1,reviewed,GLYAT,Q6IB77-1|Q6IB77-2,K7ES21-1
Q16348-1,reviewed,SLC15A2,Q16348-1|Q16348-2,C9IZ38-1
Q6DN03-1,reviewed,HGNC:20516,Q6DN03-1,
P78382-1,reviewed,SLC35A1,P78382-1|P78382-2,Q5W1L7-1
Q8NCU8-1,reviewed,LINC00116,Q8NCU8-1|Q8NCU8-2,
Q96CN7-1,reviewed,ISOC1,Q96CN7-1,D6RGE2-1
Q5K131-1,reviewed,CLLU1,Q5K131-1,
Q9NR16-1,reviewed,CD163L1,Q9NR16-1|Q9NR16-2|Q9NR16-3|Q9NR16-4,H0YFE6-1
P12271-1,reviewed,RLBP1,P12271-1,H3BTN3-1
P15085-1,reviewed,CPA1,P15085-1,C9JUZ4-1
Q5H9J9-1,reviewed,TCP11X2,Q5H9J9-1,F2Z2N1-1
Q14106-1,reviewed,TOB2,Q14106-1|Q14106-2,B0QXZ4-1
P55769-1,reviewed,SNU13,P55769-1,B1AHD1-1
P02795-1,reviewed,MT2A,P02795-1,H3BSP9-1
Q13619-1,reviewed,CUL4A,Q13619-1|Q13619-2,A0A087WWN2-1
Q9BWD1-1,reviewed,ACAT2,Q9BWD1-1|Q9BWD1-2,
S4R3B1-1,unreviewed,ZNF559-ZNF177,,S4R3B1-1
P15056-1,reviewed,BRAF,P15056-1,H7C5K3-1
O75907-1,reviewed,DGAT1,O75907-1,A0A0A0MR74-1
Q9H0F5-1,reviewed,RNF38,Q9H0F5-1|Q9H0F5-2|Q9H0F5-3|Q9H0F5-4|Q9H0F5-5,
Q3KPI0-1,reviewed,CEACAM21,Q3KPI0-1|Q3KPI0-2|Q3KPI0-3,A0A0G2JS40-1
Q8N7E2-1,reviewed,ZNF645,Q8N7E2-1,
Q8WXH2-1,reviewed,JPH3,Q8WXH2-1|Q8WXH2-2,
P01042-1,reviewed,KNG1,P01042-1|P01042-2|P01042-3,
Q7Z6M1-1,reviewed,RABEPK,Q7Z6M1-1|Q7Z6M1-2,Q5T1S5-1
Q8TDN1-1,reviewed,KCNG4,Q8TDN1-1|Q8TDN1-2,
Q9UGJ1-1,reviewed,TUBGCP4,Q9UGJ1-1|Q9UGJ1-2,H3BQ12-1
Q9HBL7-1,reviewed,PLGRKT,Q9HBL7-1,
P48304-1,reviewed,REG1B,P48304-1,H7BZ24-1
O14669-1,reviewed,PRRG2,O14669-1,M0QZA1-1
P42857-1,reviewed,NSG1,P42857-1|P42857-2,
Q5T2W1-1,reviewed,PDZK1,Q5T2W1-1|Q5T2W1-2,A0A0C4DG67-1
P32322-1,reviewed,PYCR1,P32322-1|P32322-2|P32322-3,E2QRB3-1
Q9H313-1,reviewed,TTYH1,Q9H313-1|Q9H313-2|Q9H313-3|Q9H313-4|Q9H313-5,A0A0G2JPK6-1
Q9H0U9-1,reviewed,TSPYL1,Q9H0U9-1,
Q9BTN0-1,reviewed,LRFN3,Q9BTN0-1,
Q9HBE1-1,reviewed,PATZ1,Q9HBE1-4|Q9HBE1-1|Q9HBE1-2|Q9HBE1-3,
O60942-1,reviewed,RNGTT,O60942-1|O60942-2|O60942-3|O60942-4,
Q9BVK8-1,reviewed,TMEM147,Q9BVK8-1|Q9BVK8-2,K7ELX3-1
Q7Z7H3-1,reviewed,CATIP,Q7Z7H3-1,
B7ZC32-1,reviewed,HGNC:49205,B7ZC32-1,
Q13490-1,reviewed,BIRC2,Q13490-1|Q13490-2,A0A087X2B2-1
Q99615-1,reviewed,DNAJC7,Q99615-1|Q99615-2,K7EJV7-1
Q3ZCW2-1,reviewed,LGALSL,Q3ZCW2-1,F8WF17-1
Q9UKY1-1,reviewed,ZHX1,Q96EF9-1|Q9UKY1-1,U3KPX4-1
A6NER0-1,reviewed,TBC1D3F,A6NER0-1,A0A087WT91-1
P14902-1,reviewed,IDO1,P14902-1,A0A140T9Z2-1
Q86UX2-1,reviewed,ITIH5,Q86UX2-1|Q86UX2-2|Q86UX2-3|Q86UX2-4,G5E9D8-1
P52789-1,reviewed,HK2,P52789-1,E9PB90-1
O75106-1,reviewed,AOC2,O75106-1|O75106-2,
Q9Y3N9-1,reviewed,OR2W1,Q9Y3N9-1,
Q6IAA8-1,reviewed,LAMTOR1,Q6IAA8-1,H0YFI1-1
Q6XYB7-1,reviewed,LBX2,Q6XYB7-2|Q6XYB7-1,G3V218-1
P59538-1,reviewed,TAS2R31,P59538-1,A0A0J9YWB3-1
P11047-1,reviewed,LAMC1,P11047-1,R4GNC7-1
O00299-1,reviewed,CLIC1,O00299-1,
Q9HCP6-1,reviewed,HHATL,Q9HCP6-1,C9JKQ1-1
Q9UL51-1,reviewed,HCN2,Q9UL51-1,
Q5F1R6-1,reviewed,DNAJC21,Q5F1R6-1|Q5F1R6-2|Q5F1R6-3,
P98198-1,reviewed,ATP8B2,P98198-1|P98198-2|P98198-3|P98198-4,
Q86WP2-1,reviewed,GPBP1,Q86WP2-4|Q86WP2-1|Q86WP2-2|Q86WP2-3,D4PHA4-1
A5D8W1-1,reviewed,CFAP69,A5D8W1-1|A5D8W1-2|A5D8W1-3|A5D8W1-4|A5D8W1-5,H7C002-1
Q6ZN68-1,reviewed,HGNC:21764,Q6ZN68-1|Q6ZN68-2|Q6ZN68-3,
Q9HBX9-1,reviewed,RXFP1,Q9HBX9-1|Q9HBX9-2|Q9HBX9-3|Q9HBX9-4|Q9HBX9-5,A0A0A0MT52-1
Q3I5F7-1,reviewed,ACOT6,Q3I5F7-1,G3V3W6-1
Q9BQ95-1,reviewed,ECSIT,Q9BQ95-1|Q9BQ95-2|Q9BQ95-3|Q9BQ95-4,J3KTF5-1
A6NDE4-1,reviewed,RBMY1B,A6NDE4-1,F2Z2U1-1
Q13495-1,reviewed,MAMLD1,Q13495-1|Q13495-3|Q13495-4,F8WAK3-1
Q15399-1,reviewed,TLR1,Q15399-1,D6RCE8-1
Q8TEV8-1,reviewed,HGNC:17918,Q8TEV8-1,
Q13069-1,reviewed,HGNC:4102,Q13069-1,
O00584-1,reviewed,RNASET2,O00584-1|O00584-2,A0A087WZM2-1
Q9UHI7-1,reviewed,SLC23A1,Q9UHI7-1|Q9UHI7-2|Q9UHI7-3,H0Y902-1
P09619-1,reviewed,PDGFRB,P09619-1|P09619-2,E5RII0-1
O43324-1,reviewed,EEF1E1,O43324-1|O43324-2,H0YAL7-1
Q16819-1,reviewed,MEP1A,Q16819-1,B7ZL91-1
O15394-1,reviewed,NCAM2,O15394-1|O15394-2,H9KV31-1
O75787-1,reviewed,ATP6AP2,O75787-1|O75787-2,H7C240-1
Q8WXD5-1,reviewed,GEMIN6,Q8WXD5-1,B9A037-1
H7C4K7-1,unreviewed,ENSG00000251184,,H7C4K7-1
Q9Y6K5-1,reviewed,OAS3,Q9Y6K5-1,F8VWK9-1
P45452-1,reviewed,MMP13,P45452-1,G5E971-1
Q8NGZ2-1,reviewed,OR14K1,Q8NGZ2-1,
B6A8C7-1,reviewed,TARM1,B6A8C7-1|B6A8C7-2,A0A087X1Q6-1
Q9BY41-1,reviewed,HDAC8,Q9BY41-1|Q9BY41-2|Q9BY41-3|Q9BY41-4|Q9BY41-5|Q9BY41-6|Q9BY41-7|Q9BY41-8,F8WCG4-1
P43359-1,reviewed,HGNC:6803,P43359-1,
A6NKQ9-1,reviewed,CGB1,A6NKQ9-1|A6NKQ9-2,S4R385-1
Q9BXU2-1,reviewed,TEX13B,Q9BXU2-1,
Q13009-1,reviewed,TIAM1,Q13009-1|Q13009-2,H7C079-1
Q14669-1,reviewed,TRIP12,Q14669-1|Q14669-2|Q14669-3|Q14669-4,F8W9P3-1
Q9UL12-1,reviewed,SARDH,Q9UL12-1|Q9UL12-2,A0A0A0MT55-1
Q9UBF8-1,reviewed,PI4KB,Q9UBF8-1|Q9UBF8-2|Q9UBF8-3,H0YCW3-1
Q7Z4N8-1,reviewed,P4HA3,Q7Z4N8-1|Q7Z4N8-2|Q7Z4N8-3,E9PM97-1
Q9UL03-1,reviewed,INTS6,Q9UL03-1|Q9UL03-2|Q9UL03-3,C9JXP6-1
Q12800-1,reviewed,TFCP2,Q12800-1|Q12800-2|Q12800-3|Q12800-4,F8VWL0-1
Q8TDN4-1,reviewed,CABLES1,Q8TDN4-1|Q8TDN4-2|Q8TDN4-3|Q8TDN4-4,J3QRY5-1
O15218-1,reviewed,GPR182,O15218-1,A0A0D9SG31-1
P16422-1,reviewed,EPCAM,P16422-1,C9JKY3-1
Q8NGL6-1,reviewed,OR4A15,Q8NGL6-1,A0A286YF59-1
P57078-1,reviewed,RIPK4,P57078-1|P57078-2,
P00738-1,reviewed,HP,P00738-1|P00738-2,J3KRH2-1
O43908-1,reviewed,KLRC4,O43908-1,
O95571-1,reviewed,ETHE1,O95571-1,M0QX80-1
O43296-1,reviewed,ZNF264,O43296-1,M0QZT5-1
Q9P0M6-1,reviewed,H2AFY2,Q9P0M6-1,Q5SQT3-1
P0CL81-1,reviewed,GAGE12G,P0CL81-1,
Q8WTQ7-1,reviewed,GRK7,Q8WTQ7-1,
Q04695-1,reviewed,KRT17,Q04695-1,K7ESE1-1
Q9UBH6-1,reviewed,XPR1,Q9UBH6-1|Q9UBH6-2,
Q9C0I3-1,reviewed,CCSER1,Q9C0I3-1|Q9C0I3-2,H0YAI2-1
Q9NPA2-1,reviewed,MMP25,Q9NPA2-1,O43923-1
P61224-1,reviewed,RAP1B,P61224-1|P61224-2|P61224-3|P61224-4,F5H004-1
P13378-1,reviewed,HOXD8,P13378-1|P13378-2|P13378-3,A0A0A0MSX5-1
Q8NBV4-1,reviewed,PLPP7,Q8NBV4-1,X6R886-1
Q6JEL2-1,reviewed,KLHL10,Q6JEL2-1,C9J999-1
P06703-1,reviewed,S100A6,P06703-1,R4GN98-1
O95007-1,reviewed,OR6B1,O95007-1,
O75251-1,reviewed,NDUFS7,O75251-1|O75251-2,K7ENU3-1
Q9NUP7-1,reviewed,TRMT13,Q9NUP7-1|Q9NUP7-2,Q5VVL2-1
Q5K651-1,reviewed,SAMD9,Q5K651-1,C9JKF1-1
O60869-1,reviewed,EDF1,O60869-1|O60869-2|O60869-3,
Q8NBS9-1,reviewed,TXNDC5,Q8NBS9-1|Q8NBS9-2,
H3BV43-1,unreviewed,ENSG00000260861,,H3BV43-1
Q5SRH9-1,reviewed,TTC39A,Q5SRH9-1|Q5SRH9-2|Q5SRH9-3|Q5SRH9-4|Q5SRH9-5|Q5SRH9-6,F8W961-1
O95067-1,reviewed,CCNB2,O95067-1,H0YMP3-1
Q9H4X1-1,reviewed,RGCC,Q9H4X1-1|Q9H4X1-2,
Q6ZSR6-1,reviewed,-,Q6ZSR6-1,
O95190-1,reviewed,OAZ2,O95190-1,J3KS80-1
Q9BXM9-1,reviewed,FSD1L,Q9BXM9-1|Q9BXM9-2|Q9BXM9-3,A0A0C4DG97-1
Q06323-1,reviewed,PSME1,Q06323-1|Q06323-2|Q06323-3,H0YKK6-1
Q9NZW4-1,reviewed,DSPP,Q9NZW4-1,
P01764-1,reviewed,IGHV3-23,P01764-1,
Q16520-1,reviewed,BATF,Q16520-1,G3V266-1
Q8NHU2-1,reviewed,CFAP61,Q8NHU2-1|Q8NHU2-3|Q8NHU2-4|Q8NHU2-5|Q8NHU2-6,F8W6E2-1
Q00604-1,reviewed,NDP,Q00604-1,
Q8WVQ1-1,reviewed,CANT1,Q8WVQ1-1|Q8WVQ1-2|Q8WVQ1-3,K7EQT4-1
P26196-1,reviewed,DDX6,P26196-1,Q8IV96-1
Q14533-1,reviewed,KRT81,Q14533-1,A0A087X106-1
Q96JP5-1,reviewed,ZFP91,Q96JP5-1|Q96JP5-2,
Q14DG7-1,reviewed,TMEM132B,Q14DG7-1|Q14DG7-2|Q14DG7-3,
O00400-1,reviewed,SLC33A1,O00400-1,H7C532-1
Q9NWH7-1,reviewed,SPATA6,Q9NWH7-1|Q9NWH7-2,S4R3X9-1
Q96HB5-1,reviewed,CCDC120,Q96HB5-4|Q96HB5-1|Q96HB5-2|Q96HB5-3|Q96HB5-5,S4R3T7-1
Q13315-1,reviewed,ATM,Q13315-1,E9PRG7-1
Q8N6G5-1,reviewed,CSGALNACT2,Q8N6G5-1|Q8N6G5-2,
Q6IED9-1,reviewed,HGNC:44367,Q6IED9-1,
Q9BY65-1,reviewed,HGNC:13392,Q9BY65-1,
Q08722-1,reviewed,CD47,Q08722-1|Q08722-2|Q08722-3|Q08722-4,H7BYS8-1
O75920-1,reviewed,SERF1A,O75920-1|O75920-2,D6RC90-1
Q1AE95-1,reviewed,HGNC:33205,Q1AE95-1,
Q15528-1,reviewed,MED22,Q15528-1|Q15528-2,E9PGW7-1
Q96JP0-1,reviewed,FEM1C,Q96JP0-1,
Q9H2G4-1,reviewed,TSPYL2,Q9H2G4-1,J3KST2-1
Q6P1X6-1,reviewed,C8orf82,Q6P1X6-1|Q6P1X6-2,H0YEK9-1
Q9UHF1-1,reviewed,EGFL7,Q9UHF1-1,R4GMT3-1
Q7L1S5-1,reviewed,CHST9,Q7L1S5-1|Q7L1S5-2,
Q8IWV1-1,reviewed,LAX1,Q8IWV1-1|Q8IWV1-2|Q8IWV1-3,
Q9UI54-1,reviewed,PRO0628,Q9UI54-1,
Q99490-1,reviewed,AGAP2,Q99490-1|Q99490-2,J3KNM6-1
Q15800-1,reviewed,MSMO1,Q15800-1|Q15800-2,D6R952-1
Q96R84-1,reviewed,HGNC:8196,Q96R84-1,
Q5TB80-1,reviewed,CEP162,Q5TB80-1|Q5TB80-2,F6V2J0-1
O60907-1,reviewed,TBL1X,O60907-2|O60907-1,C9JYQ8-1
Q5T5C0-1,reviewed,STXBP5,Q5T5C0-1|Q5T5C0-2|Q5T5C0-3,Q3B794-1
P19474-1,reviewed,TRIM21,P19474-1|P19474-2,H0YDP8-1
Q86VR8-1,reviewed,FJX1,Q86VR8-1,
A6NC86-1,reviewed,PINLYP,A6NC86-1|A6NC86-2|A6NC86-3|A6NC86-4,
Q9Y600-1,reviewed,CSAD,Q9Y600-1|Q9Y600-2|Q9Y600-3,J3KPG9-1
P30453-1,reviewed,HLA-A,P30453-1,
P41594-1,reviewed,GRM5,P41594-1|P41594-2|P41594-3,H7C223-1
P13533-1,reviewed,MYH6,P13533-1,
Q86XE5-1,reviewed,HOGA1,Q86XE5-1|Q86XE5-3,H7BY76-1
P59534-1,reviewed,TAS2R39,P59534-1,
Q52LD8-1,reviewed,RFTN2,Q52LD8-1,H7BZ31-1
Q9NSA2-1,reviewed,KCND1,Q9NSA2-1|Q9NSA2-2,H7C3V4-1
Q00341-1,reviewed,HDLBP,Q00341-1|Q00341-2,C9JES8-1
P0CG41-1,reviewed,CTAGE8,P0CG41-1,
Q96SZ4-1,reviewed,ZSCAN10,Q96SZ4-1|Q96SZ4-2|Q96SZ4-3,I3NI43-1
P22532-1,reviewed,SPRR2D,P22532-1,
Q9H300-1,reviewed,PARL,Q9H300-1|Q9H300-2,A0A1W2PP66-1
Q12899-1,reviewed,TRIM26,Q12899-1,Q5SPU2-1
P35452-1,reviewed,HOXD12,P35452-1|P35452-2,B5MCD3-1
Q6P2I3-1,reviewed,FAHD2B,Q6P2I3-1,
Q9NQS1-1,reviewed,AVEN,Q9NQS1-1,H0YKR0-1
Q8IWS0-1,reviewed,PHF6,Q8IWS0-1|Q8IWS0-2|Q8IWS0-3|Q8IWS0-4|Q8IWS0-5,Q5JRC6-1
Q8WYQ5-1,reviewed,DGCR8,Q8WYQ5-1|Q8WYQ5-2|Q8WYQ5-3,C9JSD5-1
Q9H6U6-1,reviewed,BCAS3,Q9H6U6-1|Q9H6U6-2|Q9H6U6-3|Q9H6U6-8|Q9H6U6-7|Q9H6U6-6,K7EML5-1
Q9Y2I6-1,reviewed,NINL,Q9Y2I6-1|Q9Y2I6-2,H0Y2V7-1
Q9BQ67-1,reviewed,GRWD1,Q9BQ67-1,M0QX71-1
Q8NEE6-1,reviewed,FBXL13,Q8NEE6-1|Q8NEE6-2|Q8NEE6-3|Q8NEE6-4,A0A0A0MRW5-1
M0QZQ0-1,unreviewed,ENSG00000283663,,M0QZQ0-1
Q99986-1,reviewed,VRK1,Q99986-1,H0YJF7-1
Q9P003-1,reviewed,CNIH4,Q9P003-1|Q9P003-2,A6NJ96-1
Q8NGP4-1,reviewed,OR5M3,Q8NGP4-1,
Q12923-1,reviewed,PTPN13,Q12923-1|Q12923-2|Q12923-3|Q12923-4,D6R9X4-1
Q9NX08-1,reviewed,COMMD8,Q9NX08-1,
O43739-1,reviewed,CYTH3,O43739-2|O43739-1,
A0A1B0GU98-1,unreviewed,LINC00854,,A0A1B0GU98-1
Q9BRP1-1,reviewed,PDCD2L,Q9BRP1-1,U3KQL1-1
O60716-1,reviewed,CTNND1,O60716-1|O60716-2|O60716-3|O60716-4|O60716-5|O60716-6|O60716-7|O60716-8|O60716-9|O60716-10|O60716-11|O60716-12|O60716-13|O60716-14|O60716-15|O60716-16|O60716-17|O60716-18|O60716-19|O60716-20|O60716-21|O60716-22|O60716-23|O60716-24|O60716-25|O60716-26|O60716-27|O60716-28|O60716-29|O60716-30|O60716-31|O60716-32,C9JZR2-1
P53420-1,reviewed,COL4A4,P53420-1,
Q9Y608-1,reviewed,LRRFIP2,Q9Y608-2|Q9Y608-1|Q9Y608-3|Q9Y608-4|Q9Y608-5,C9J321-1
Q96HE7-1,reviewed,ERO1A,Q96HE7-1,G3V5B3-1
Q93073-1,reviewed,SECISBP2L,Q93073-1|Q93073-2,J3KPI1-1
Q9H511-1,reviewed,KLHL31,Q9H511-1,
Q9UBP4-1,reviewed,DKK3,Q9UBP4-1,E9PKW6-1
Q9UL17-1,reviewed,TBX21,Q9UL17-1,
Q6MZN7-1,reviewed,HGNC:21659,Q6MZN7-1,
Q5QJ74-1,reviewed,TBCEL,Q5QJ74-1,E9PP54-1
C9JBD0-1,reviewed,KRBOX1,C9JBD0-1|C9JBD0-2,
O60346-1,reviewed,PHLPP1,O60346-2|O60346-1,K7EP91-1
Q9GZQ4-1,reviewed,NMUR2,Q9GZQ4-1,
Q92624-1,reviewed,APPBP2,Q92624-1,K7EIZ9-1
P86397-1,reviewed,HTD2,P86397-1,A0A087WUW1-1
O60759-1,reviewed,CYTIP,O60759-1|O60759-2,F8WF61-1
Q96IM9-1,reviewed,DYDC2,Q96IM9-1,A0A0A0MRQ7-1
A0A0J9YXS1-1,unreviewed,NPHP3-ACAD11,,A0A0J9YXS1-1
O14791-1,reviewed,APOL1,O14791-1|O14791-2|O14791-3,F8WCH3-1
Q13398-1,reviewed,ZNF211,Q13398-1|Q13398-2|Q13398-3|Q13398-4|Q13398-5|Q13398-6|Q13398-7|Q13398-8,F5H771-1
Q9BWU1-1,reviewed,CDK19,Q9BWU1-1|Q9BWU1-2,Q5JQZ9-1
K7EIL6-1,unreviewed,ENSG00000267618,,K7EIL6-1
Q9UQ88-1,reviewed,CDK11A,Q9UQ88-1|Q9UQ88-2|Q9UQ88-3|Q9UQ88-4|Q9UQ88-5|Q9UQ88-8|Q9UQ88-9|Q9UQ88-10,Q5QPR4-1
I6L893-1,unreviewed,ENSG00000258417,,I6L893-1
Q13530-1,reviewed,SERINC3,Q13530-1|Q13530-2,Q5H936-1
C9JQL5-1,reviewed,-,C9JQL5-1,
F8W036-1,unreviewed,ENSG00000258311,,F8W036-1
Q99541-1,reviewed,PLIN2,Q99541-1,Q5SYF3-1
P15169-1,reviewed,CPN1,P15169-1,B1AP58-1
Q8N865-1,reviewed,C7orf31,Q8N865-1,C9JTB1-1
Q2NL68-1,reviewed,PROSER3,Q2NL68-1|Q2NL68-2|Q2NL68-3|Q2NL68-4,H0YFI8-1
Q8NDV2-1,reviewed,GPR26,Q8NDV2-1,
P30050-1,reviewed,RPL12,P30050-1|P30050-2,
P59047-1,reviewed,NLRP5,P59047-1,M0R0W4-1
P23786-1,reviewed,CPT2,P23786-1,A0A1B0GV75-1
